11108,Porteiras
11801,Russas
12700,Senador Pompeu
13500,Trairi
00102,Afonso Cl†udio
00805,Baixo Guandu
01704,Conceiá∆o do Castelo
08609,Monsenhor Tabosa
02504,Ibiraáu
09508,Or¢s
03130,Jo∆o Neiva
10407,Paramoti
11207,Potengi
11900,Saboeiro
12809,Senador S†
13559,Tururu
00136,µguia Branca
00904,Barra de S∆o Francisco
01803,Divino de S∆o Lourenáo
08708,Morada Nova
02553,Ibitirama
09607,Pacajus
03163,Laranja da Terra
10506,Pedra Branca
11231,Potiretama
11959,Salitre
12908,Sobral
13609,Ubajara
00169,µgua Doce do Norte
01001,Boa Esperanáa
08005,Massapà
01902,Domingos Martins
08807,Mora£jo
02603,Iconha
09706,Pacatuba
03205,Linhares
10605,Penaforte
11264,Quiterian¢polis
12007,Santana do Acara£
13005,Solon¢pole
13708,Umari
00201,Alegre
01100,Bom Jesus do Norte
08104,Mauriti
02009,Dores do Rio Preto
08906,Morrinhos
02652,Irupi
09805,Pacoti
10704,Pentecoste
11306,Quixad†
12106,Santana do Cariri
13104,Tabuleiro do Norte
13757,Umirim
00300,Alfredo Chaves
01159,Brejetuba
08203,Meruoca
02108,Ecoporanga
09003,Mucambo
02702,Itaguaáu
09904,Pacuj†
10803,Pereiro
11355,Quixelì
12205,Santa QuitÇria
13203,Tamboril
13807,Uruburetama
05803,Ipu
33109,V†rzea do Poáo
06603,Itatira
00101,Abaiara
07502,Lavras da Mangabeira
00903,ApuiarÇs
01802,Baixio
02503,Brejo Santo
03501,Cascavel
04202,Crato
04509,Frecheirinha
05233,Horizonte
05902,Ipueiras
33158,V†rzea Nova
06702,Jaguaretama
00150,AcarapÇ
07601,Limoeiro do Norte
01000,Aquiraz
01851,Banabui£
02602,Camocim
03600,Catarina
04236,Croat†
04608,General Sampaio
05266,Ibaretama
06009,Iracema
33174,Varzedo
06801,Jaguaribara
00200,Acara£
07635,Madalena
01109,Aracati
01901,Barbalha
02701,Campos Sales
03659,Catunda
04251,Cruz
04657,Graáa
05308,Ibiapina
06108,Irauáuba
33208,Vera Cruz
06900,Jaguaribe
00309,Acopiara
07650,Maracana£
01208,Aracoiaba
01950,Barreira
02800,CanindÇ
03709,Caucaia
04269,Deputado Irapuan Pinheiro
04707,Granja
05332,Ibicuitinga
06207,Itaiáaba
33257,Vereda
07007,Jaguaruana
00408,Aiuaba
07700,Maranguape
01257,Ararend†
02008,Barro
02909,Capistrano
03808,Cedro
04277,Ererà
04806,Granjeiro
05357,Icapu°
06256,Itaitinga
33307,Vit¢ria da Conquista
07106,Jardim
00507,AlcÉntaras
07809,Marco
01307,Araripe
02057,Barroquinha
03006,Caridade
03907,Chaval
04285,EusÇbio
04905,Groa°ras
05407,Ic¢
32804,Utinga
06306,ItapagÇ
33406,Wagner
07205,Jati
00606,Altaneira
07908,Martin¢pole
01406,Aratuba
02107,BaturitÇ
03105,CarirÇ
03931,Chor¢
04301,Farias Brito
04954,Guai£ba
05506,Iguatu
32903,Valenáa
06405,Itapipoca
33455,Wanderley
07254,Jijoca de Jericoacoara
00705,Alto Santo
01505,Arneiroz
02206,Beberibe
03204,Caririaáu
03956,Chorozinho
04350,Forquilha
05001,Guaraciaba do Norte
05605,Independància
33000,Valente
06504,Itapi£na
33505,Wenceslau Guimar∆es
07304,Juazeiro do Norte
00754,Amontada
01604,AssarÇ
02305,Bela Cruz
03303,Cari£s
04004,Corea£
04400,Fortaleza
05100,Guaramiranga
05654,Ipaporanga
33059,V†rzea da Roáa
06553,Itarema
33604,Xique-Xique
07403,Juc†s
00804,Antonina do Norte
01703,Aurora
02404,Boa Viagem
03402,Carnaubal
04103,Crate£s
04459,Fortim
05209,HidrolÉndia
05704,Ipaumirim
24306,Piat∆
32309,Ubat∆
25105,Poá‰es
25907,Quijingue
26657,Ribeir∆o do Largo
27606,Santa Br°gida
28505,Santa Teresinha
29255,S∆o Gabriel
29909,Seabra
30758,S°tio do Mato
23407,Palmas de Monte Alto
31350,Teixeira de Freitas
24405,Pil∆o Arcado
32408,Uiba°
25204,Pojuca
25931,Quixabeira
26707,Rio de Contas
27705,Santa Cruz Cabr†lia
28604,Santo Amaro
29305,S∆o Gonáalo dos Campos
30006,Sebasti∆o Laranjeiras
30766,S°tio do Quinto
23506,Palmeiras
31400,Teodoro Sampaio
24504,Pinda°
32457,Umburanas
25253,Ponto Novo
25956,Rafael Jambeiro
26806,Rio do Antìnio
27804,Santa Cruz da Vit¢ria
28703,Santo Antìnio de Jesus
29354,S∆o JosÇ da Vit¢ria
30105,Senhor do Bonfim
30774,Sobradinho
23605,Paramirim
31509,TeofilÉndia
24603,Pindobaáu
32507,Una
25303,Porto Seguro
26004,Remanso
26905,Rio do Pires
27903,Santa Inàs
28802,Santo Estàv∆o
29370,S∆o JosÇ do Jacu°pe
30154,Serra do Ramalho
30808,Souto Soares
23704,Paratinga
31608,TeolÉndia
24652,Pintadas
32606,Urandi
25402,Potiragu†
26103,RetirolÉndia
27002,Rio Real
28000,Santaluz
28901,S∆o DesidÇrio
29404,S∆o Miguel das Matas
30204,Sento SÇ
30907,Tabocas do Brejo Velho
23803,Paripiranga
31707,Terra Nova
24678,Pira° do Norte
32705,Uruáuca
25501,Prado
26202,Riach∆o das Neves
27101,Rodelas
28059,Santa Luzia
28950,S∆o Domingos
29503,S∆o Sebasti∆o do PassÇ
30303,Serra Dourada
23050,Novo Triunfo
31004,Tanhaáu
23902,Pau Brasil
31806,Tremedal
24702,Pirip†
25600,Presidente Dutra
26301,Riach∆o do Jacu°pe
27200,Ruy Barbosa
28109,Santa Maria da Vit¢ria
29008,S∆o FÇlix
29602,Sapeaáu
30402,Serra Preta
23100,Olindina
31053,Tanque Novo
24009,Paulo Afonso
31905,Tucano
24801,Piritiba
25709,Presidente JÉnio Quadros
26400,Riacho de Santana
27309,Salinas da Margarida
28208,Santana
29057,S∆o FÇlix do Coribe
29701,S†tiro Dias
30501,Serrinha
23209,Oliveira dos Brejinhos
31103,Tanquinho
24058,PÇ de Serra
32002,Uau†
24900,Planaltino
25758,Presidente Tancredo Neves
26509,Ribeira do Amparo
27408,Salvador
28307,Santan¢polis
29107,S∆o Felipe
29750,Saubara
30600,SerrolÉndia
23308,Ouriáangas
31202,Tapero†
24108,Pedr∆o
32101,Uba°ra
25006,Planalto
25808,Queimadas
26608,Ribeira do Pombal
27507,Santa B†rbara
28406,Santa Rita de C†ssia
29206,S∆o Francisco do Conde
29800,Sa£de
30709,Sim‰es Filho
23357,OurolÉndia
31301,Tapiramut†
24207,Pedro Alexandre
32200,Ubaitaba
16807,Itarantim
17508,Jacobina
18407,Juazeiro
19058,Lajedo do Tabocal
19801,Maca£bas
20502,Marac†s
21401,Mirangaba
14000,Ipir†
22201,Muniz Ferreira
14901,ItacarÇ
22805,Nova Itarana
15809,ItambÇ
16856,Itatim
17607,Jaguaquara
18456,Jucuruáu
19108,Lamar∆o
19900,MacururÇ
20601,Maragogipe
21450,Mirante
14109,Ipupiara
22250,MuquÇm de S∆o Francisco
15007,ItaetÇ
22854,Nova Redená∆o
15908,Itanagra
16906,Itiruáu
17706,Jaguarari
18506,Jussara
19157,Lap∆o
19926,Madre de Deus
20700,Mara£
21500,Monte Santo
14208,Irajuba
22300,Muritiba
15106,Itagi
22904,Nova Soure
16005,ItanhÇm
17003,Iti£ba
17805,Jaguaripe
18555,Jussari
19207,Lauro de Freitas
19959,Maetinga
20809,Marcion°lio Souza
21609,Morpar†
14307,Iramaia
22409,Mutu°pe
15205,Itagib†
23001,Nova Viáosa
16104,Itaparica
17102,Itoror¢
17904,Janda°ra
18605,Jussiape
19306,Lená¢is
20007,Maiquinique
20908,Mascote
13457,Igrapi£na
21708,Morro do ChapÇu
14406,Iraquara
22508,NazarÇ
15304,Itagimirim
23035,Novo Horizonte
16203,ItapÇ
17201,Ituaáu
18001,JequiÇ
18704,Lafaiete Coutinho
19405,Lic°nio de Almeida
20106,Mairi
21005,Mata de S∆o Jo∆o
13507,Igua°
21807,Mortugaba
14505,Irar†
22607,Nilo Peáanha
15353,Itaguaáu da Bahia
16302,Itapebi
17300,Ituber†
18100,Jeremoabo
18753,Lagoa Real
19504,Livramento de Nossa Senhora
20205,Malhada
21054,Matina
13606,IlhÇus
21906,Mucugà
14604,Irecà
22656,Nordestina
15403,Itaju do Colìnia
16401,Itapetinga
17334,Iui£
18209,Jiquiriá†
18803,Laje
19553,Lu°s Eduardo Magalh∆es
20304,Malhada de Pedras
21104,Medeiros Neto
13705,Inhambupe
22003,Mucuri
14653,Itabela
22706,Nova Cana∆
15502,Itaju°pe
16500,Itapicuru
17359,Jaborandi
18308,Jita£na
18902,Lajed∆o
19603,Macajuba
20403,Manoel Vitorino
21203,Miguel Calmon
13804,Ipecaet†
22052,Mulungu do Morro
14703,Itaberaba
22730,Nova F†tima
15601,Itamaraju
16609,Itapitanga
17409,Jacaraci
18357,Jo∆o Dourado
19009,Lajedinho
19702,Macarani
20452,Mansid∆o
21302,Milagres
13903,Ipia£
22102,Mundo Novo
14802,Itabuna
22755,Nova Ibi†
15700,Itamari
16708,Itaquara
07905,Cip¢
08903,Coraá∆o de Maria
09901,Curaá†
10727,Eun†polis
11303,Gentio do Ouro
03904,Bom Jesus da Lapa
12103,Ibicara°
04704,Buerarema
13101,Ibitit†
05404,Cairu
06402,Candeal
07004,Cardeal da Silva
08002,Coaraci
09000,Cordeiros
10008,D†rio Meira
10750,F†tima
11402,Gl¢ria
03953,Bom Jesus da Serra
12202,Ibicoara
04753,Buritirama
13200,Ibotirama
05503,Caldeir∆o Grande
06501,Candeias
07103,Carinhanha
08101,Cocos
09109,Coribe
10057,Dias d'µvila
10776,Feira da Mata
11501,Gongogi
04001,Boninal
12301,Ibicu°
04803,Caatiba
13309,Ichu
05602,Camacan
06600,Candiba
07202,Casa Nova
08200,Conceiá∆o da Feira
09208,Coronel Jo∆o S†
10107,Dom Bas°lio
10800,Feira de Santana
03276,Barrocas
11600,Governador Mangabeira
04050,Bonito
12400,Ibipeba
04852,Cabaceiras do Paraguaáu
13408,Igapor∆
05701,Camaáari
06709,CÉndido Sales
07301,Castro Alves
08309,Conceiá∆o do Almeida
09307,Correntina
10206,Dom Macedo Costa
10859,FiladÇlfia
03300,Barro Preto
11659,Guajeru
04100,Boquira
12509,Ibipitanga
04902,Cachoeira
05800,Camamu
06808,Cansaná∆o
07400,CatolÉndia
08408,Conceiá∆o do CoitÇ
09406,Cotegipe
10305,El°sio Medrado
10909,Firmino Alves
03409,Belmonte
11709,Guanambi
04209,Botupor∆
12608,Ibiquera
05008,CaculÇ
05909,Campo Alegre de Lourdes
06824,Canudos
07509,Catu
08507,Conceiá∆o do Jacu°pe
09505,CravolÉndia
10404,Encruzilhada
11006,Floresta Azul
03508,Belo Campo
11808,Guaratinga
04308,Brej‰es
12707,Ibirapitanga
05107,CaÇm
06006,Campo Formoso
06857,Capela do Alto Alegre
07558,Caturama
08606,Conde
09604,Cris¢polis
10503,Entre Rios
11105,Formosa do Rio Preto
03607,Biritinga
11857,Heli¢polis
04407,BrejolÉndia
12806,Ibirapu∆
05156,Caetanos
06105,Can†polis
06873,Capim Grosso
07608,Central
08705,Conde£ba
09703,Crist¢polis
10602,Esplanada
11204,Gandu
03706,Boa Nova
11907,Iaáu
04506,Brotas de Maca£bas
12905,Ibirataia
05206,CaetitÇ
06204,Canarana
06899,Cara°bas
07707,Chorroch¢
08804,Contendas do Sincor†
09802,Cruz das Almas
10701,Euclides da Cunha
11253,Gavi∆o
03805,Boa Vista do Tupim
12004,Ibiassucà
04605,Brumado
13002,Ibitiara
05305,Cafarnaum
06303,Canavieiras
06907,Caravelas
07806,C°cero Dantas
00600,Santana
00702,Alagoinhas
01502,Anguera
00201,Atalaia do Norte
02252,Arataca
00904,Canutama
03102,Barra do Rocha
01704,Humait†
02504,Manacapuru
03403,Parintins
04062,Tabatinga
00204,Caláoene
00709,Tartarugalzinho
00801,Alcobaáa
01601,Antas
00300,Autazes
02302,Aratu°pe
01001,Carauari
03201,Barreiras
01803,Ipixuna
02553,Manaquiri
03502,Pauini
04104,Tapau†
00212,Cutias
00808,Laranjal do Jari
00900,Almadina
09202,Traipu
01700,Antìnio Cardoso
00409,Barcelos
02401,Aurelino Leal
01100,Careiro
03235,Barro Alto
01852,Iranduba
02603,Manaus
03536,Presidente Figueiredo
04203,TefÇ
00238,Ferreira Gomes
00108,Aba°ra
01007,Amargosa
09301,Uni∆o dos Palmares
01809,Antìnio Gonáalves
00508,Barreirinha
02500,Baian¢polis
01159,Careiro da V†rzea
01902,Itacoatiara
02702,ManicorÇ
03569,Rio Preto da Eva
04237,Tonantins
00253,Itaubal
00207,AbarÇ
01106,AmÇlia Rodrigues
09400,Viáosa
01908,Apor†
00607,Benjamin Constant
02609,Baixa Grande
01209,Coari
01951,Itamarati
02801,Mara∆
03601,Santa Isabel do Rio Negro
04260,Uarini
00279,Vit¢ria do Jari
00306,Acajutiba
01155,AmÇrica Dourada
00029,Alvar∆es
01957,Apuarema
00631,Beruri
02658,Banzaà
01308,Codaj†s
02009,Itapiranga
02900,MauÇs
03700,Santo Antìnio do Iá†
04302,Urucar†
00303,Macap†
00355,Adustina
01205,AnagÇ
00060,Amatur†
02005,Aracatu
00680,Boa Vista do Ramos
02708,Barra
01407,EirunepÇ
02108,Japur†
03007,Nhamund†
03809,S∆o Gabriel da Cachoeira
04401,Urucurituba
00402,Mazag∆o
00405,µgua Fria
01304,Andara°
00086,Anam∆
02054,Araáas
00706,Boca do Acre
02807,Barra da Estiva
01506,Envira
02207,Juru†
03106,Nova Olinda do Norte
03908,S∆o Paulo de Olivenáa
00055,Serra do Navio
00501,Oiapoque
00504,êrico Cardoso
01353,Andorinha
00102,Anori
02104,Araci
00805,Borba
02906,Barra do Choáa
01605,Fonte Boa
02306,Juta°
03205,Novo Air∆o
03957,S∆o Sebasti∆o do Uatum∆
00105,Amap†
00535,Porto Grande
00603,Aiquara
01403,Angical
00144,Apu°
02203,Aramari
00839,Caapiranga
03003,Barra do Mendes
01654,Guajar†
02405,L†brea
03304,Novo Aripuan∆
04005,Silves
00154,Pedra Branca do Amapar°
00550,Pracu£ba
07206,Poáo das Trincheiras
00336,MÉncio Lima
08204,S∆o Br†s
00609,Tarauac†
09103,Taquarana
00805,BelÇm
01704,Capela
02553,Estrela de Alagoas
03502,Jacu°pe
04401,Major Isidoro
05408,Monteir¢polis
06406,P∆o de Aá£car
00013,AcrelÉndia
07305,Porto Calvo
00344,Manoel Urbano
08303,S∆o JosÇ da Laje
00708,Xapuri
09152,Teotìnio Vilela
00904,Belo Monte
01803,Carneiros
02603,Feira Grande
03601,Japaratinga
04500,Maragogi
05507,Murici
06422,Pariconha
00054,Assis Brasil
07404,Porto de Pedras
00351,Marechal Thaumaturgo
08402,S∆o JosÇ da Tapera
00807,Porto Acre
01001,Boca da Mata
01902,Ch∆ Preta
02702,Feliz Deserto
03700,Jaramataia
04609,Maravilha
05606,Novo Lino
06448,Paripueira
00104,BrasilÇia
07503,Porto Real do ColÇgio
00385,Pl†cido de Castro
08501,S∆o Lu°s do Quitunde
00102,µgua Branca
01100,Branquinha
02009,CoitÇ do N¢ia
02801,Flexeiras
03759,Jequi† da Praia
04708,Marechal Deodoro
05705,Olho d'µgua das Flores
06505,Passo de Camaragibe
00138,Bujari
07602,Quebrangulo
00393,Porto Walter
08600,S∆o Miguel dos Campos
00201,Anadia
01209,Cacimbinhas
02108,Colìnia Leopoldina
02900,Girau do Ponciano
03809,Joaquim Gomes
04807,Maribondo
05804,Olho d'µgua do Casado
06604,Paulo Jacinto
00179,Capixaba
07701,Rio Largo
00401,Rio Branco
08709,S∆o Miguel dos Milagres
00300,Arapiraca
01308,Cajueiro
02207,Coqueiro Seco
03007,Ibateguara
03908,Jundi†
04906,Mar Vermelho
05903,Olho d'µgua Grande
06703,Penedo
00203,Cruzeiro do Sul
07800,Roteiro
00427,Rodrigues Alves
08808,S∆o Sebasti∆o
00409,Atalaia
01357,Campestre
02306,Coruripe
03106,Igaci
04005,Junqueiro
05002,Mata Grande
06000,Olivenáa
06802,Piaáabuáu
00252,EpitaciolÉndia
07909,Santa Luzia do Norte
00435,Santa Rosa do Purus
08907,Satuba
00508,Barra de Santo Antìnio
01407,Campo Alegre
02355,Cra°bas
03205,Igreja Nova
04104,Lagoa da Canoa
05101,Matriz de Camaragibe
06109,Ouro Branco
06901,Pilar
00302,Feij¢
08006,Santana do Ipanema
00450,Senador Guiomard
08956,Senador Rui Palmeira
00607,Barra de S∆o Miguel
01506,Campo Grande
02405,Delmiro Gouveia
03304,Inhapi
04203,Limoeiro de Anadia
05200,Messias
06208,Palestina
07008,Pindoba
00328,Jord∆o
08105,Santana do Munda£
00500,Sena Madureira
09004,Tanque d'Arca
00706,Batalha
01605,Canapi
02504,Dois Riachos
03403,JacarÇ dos Homens
04302,Macei¢
05309,Minador do Negr∆o
06307,Palmeira dos ÷ndios
07107,Piranhas
47501,PassabÇm
48400,Paulistas
41009,Mato Verde
49200,Pedrin¢polis
42007,Mirabela
50109,Piau
42908,Monte Azul
43708,Morro do Pilar
44508,Nazareno
45208,Nova Serrana
45851,Orat¢rios
46552,Pai Pedro
47600,Passa Quatro
48509,Pav∆o
41108,Matozinhos
49309,Pedro Leopoldo
42106,Miradouro
50158,Piedade de Caratinga
43005,Monte Belo
43807,Munhoz
44607,Nepomuceno
45307,Novo Cruzeiro
45877,OrizÉnia
46602,Paiva
47709,Passa Tempo
48608,Peáanha
41207,Matutina
49408,Pedro Teixeira
42205,Mira°
50208,Piedade de Ponte Nova
43104,Monte Carmelo
43906,MuriaÇ
44656,Ninheira
45356,Novo Oriente de Minas
45901,Ouro Branco
46701,Palma
47808,Passa-Vinte
48707,Pedra Azul
41306,Medeiros
49507,Pequeri
42254,MiravÉnia
50307,Piedade do Rio Grande
43153,Monte Formoso
44003,Mutum
44672,Nova BelÇm
45372,Novorizonte
46008,Ouro Fino
46750,Palm¢polis
47907,Passos
48756,Pedra Bonita
41405,Medina
49606,Pequi
42304,Moeda
50406,Piedade dos Gerais
43203,Monte Santo de Minas
44102,Muzambinho
44706,Nova Era
45406,Olaria
46107,Ouro Preto
46909,Papagaios
47956,Patis
48806,Pedra do Anta
41504,Mendes Pimentel
49705,Perdig∆o
42403,Moema
50505,Pimenta
43302,Montes Claros
44201,Nacip Raydan
44805,Nova Lima
45455,Olhos-d'µgua
46206,Ouro Verde de Minas
47006,Paracatu
48004,Patos de Minas
40704,Mateus Leme
48905,Pedra do Indai†
41603,Mercàs
49804,Perdizes
42502,Monjolos
50539,Pingo-d'µgua
43401,Monte Si∆o
44300,Nanuque
44904,Nova M¢dica
45505,Ol°mpio Noronha
46255,Padre Carvalho
47105,Par† de Minas
48103,Patroc°nio
40803,Matias Barbosa
49002,Pedra Dourada
41702,Mesquita
49903,Perd‰es
42601,Monsenhor Paulo
43450,Montezuma
44359,Naque
45000,Nova Ponte
45604,Oliveira
46305,Padre Para°so
47204,Paraguaáu
48202,Patroc°nio do MuriaÇ
40852,Matias Cardoso
49101,Pedralva
41801,Minas Novas
49952,Periquito
42700,MontalvÉnia
43500,Morada Nova de Minas
44375,NatalÉndia
45059,Nova Porteirinha
45703,Oliveira Fortes
46404,Paineiras
47303,Parais¢polis
48301,Paula CÉndido
40902,Matip¢
49150,Pedras de Maria da Cruz
41900,Minduri
50000,Pescador
42809,Monte Alegre de Minas
43609,Morro da Garáa
44409,NatÇrcia
45109,Nova Resende
45802,Onáa de Pitangui
46503,Pains
47402,Paraopeba
31158,Ipaba
39409,Manhuaáu
32107,Itacarambi
40308,MarliÇria
33105,Itanhandu
34004,Itinga
35001,Jaguaraáu
35605,Jequita°
36520,JosÇ Gonáalves de Minas
37106,Lagamar
38005,Laranjal
38674,Luisburgo
31208,Ipanema
39508,Manhumirim
32206,Itaguara
40407,Marmel¢polis
33204,Itanhomi
34103,Itueta
35050,Ja°ba
35704,Jequitib†
36553,JosÇ Raydan
37205,Lagoa da Prata
38104,Lassance
38682,LuislÉndia
31307,Ipatinga
39607,Mantena
32305,ItaipÇ
40506,Martinho Campos
33303,Itaobim
34202,Ituiutaba
35076,Jampruca
35803,Jequitinhonha
36579,Josen¢polis
37304,Lagoa dos Patos
38203,Lavras
38708,Lumin†rias
31406,Ipiaáu
39706,Maravilhas
32404,Itajub†
40530,Martins Soares
33402,Itapagipe
34301,Itumirim
35100,Jana£ba
35902,JesuÉnia
36603,Nova Uni∆o
37403,Lagoa Dourada
38302,Leandro Ferreira
38807,Luz
31505,Ipui£na
39805,Mar de Espanha
32503,Itamarandiba
40555,Mata Verde
33501,Itapecerica
34400,Iturama
35209,Janu†ria
36009,Joa°ma
36652,Juatuba
37502,Lagoa Formosa
38351,Leme do Prado
38906,Machacalis
31604,Ira° de Minas
39904,Maria da FÇ
32602,Itamarati de Minas
40605,MaterlÉndia
33600,Itapeva
34509,Itutinga
35308,Japara°ba
36108,JoanÇsia
36702,Juiz de Fora
37536,Lagoa Grande
38401,Leopoldina
30705,Indian¢polis
39003,Machado
31703,Itabira
40001,Mariana
32701,Itambacuri
33709,Itatiaiuáu
34608,Jaboticatubas
35357,Japonvar
36207,Jo∆o Monlevade
36801,Juramento
37601,Lagoa Santa
38500,Liberdade
30804,Inga°
39102,Madre de Deus de Minas
31802,Itabirinha de Mantena
40100,Marilac
32800,ItambÇ do Mato Dentro
33758,Ita£ de Minas
34707,Jacinto
35407,Jeceaba
36306,Jo∆o Pinheiro
36900,Juruaia
37700,Lajinha
38609,Lima Duarte
30903,Inhapim
39201,Malacacheta
31901,Itabirito
40159,M†rio Campos
32909,Itamogi
33808,Ita£na
34806,Jacu°
35456,Jenipapo de Minas
36405,Joaquim Fel°cio
36959,Juven°lia
37809,Lambari
38625,Limeira do Oeste
31000,Inha£ma
39250,Mamonas
32008,Itacambira
40209,Marip† de Minas
33006,Itamonte
33907,Itaverava
34905,Jacutinga
35506,Jequeri
36504,JordÉnia
37007,Ladainha
37908,Lamim
38658,Lontra
31109,Inimutaba
39300,Manga
22801,Dom Viáoso
23700,Engenheiro Caldas
24609,Estrela Dalva
25606,Felisburgo
26505,Francisco Badar¢
27107,Frutal
27701,Governador Valadares
28600,Guarda-Mor
21209,Delfin¢polis
29608,Ibia°
22108,Divino das Laranjeiras
30408,Ijaci
22900,Dona EusÇbia
23809,Engenheiro Navarro
24708,Estrela do Indai†
25705,FelixlÉndia
26604,Francisco Dumont
27206,FunilÉndia
27800,Gr∆o Mogol
28709,GuaxupÇ
21258,Delta
29657,Ibiracatu
22207,DivinolÉndia de Minas
30507,Ilic°nea
23007,Dores de Campos
23858,Entre Folhas
24807,Estrela do Sul
25804,Fernandes Tourinho
26703,Francisco S†
27305,GalilÇia
27909,Grupiara
28808,Guidoval
21308,Descoberto
29707,Ibiraci
22306,Divin¢polis
30556,ImbÇ de Minas
23106,Dores de Guanh∆es
23908,Entre Rios de Minas
24906,Eugen¢polis
25903,Ferros
26752,Francisc¢polis
27339,Gameleiras
28006,Guanh∆es
28907,GuimarÉnia
21407,Desterro de Entre Rios
29806,IbiritÇ
22355,Divisa Alegre
30606,Inconfidentes
23205,Dores do Indai†
24005,Erv†lia
25002,Ewbank da CÉmara
25952,Fervedouro
26802,Frei Gaspar
27354,GlaucilÉndia
28105,GuapÇ
20805,Cruz°lia
29004,Guiricema
21506,Desterro do Melo
29905,Ibiti£ra de Minas
22405,Divisa Nova
30655,Indaiabira
23304,Dores do Turvo
24104,Esmeraldas
25101,Extrema
26000,Florestal
26901,Frei Inocàncio
27370,Goiabeira
28204,Guaraciaba
20839,Cuparaque
29103,Gurinhat∆
21605,Diamantina
30002,Ibituruna
22454,Divis¢polis
23403,Dores¢polis
